agent_id,persona,entry_gate,initial_destination,speed_mps,patience,group_size
A00889,family,GATE_B,FAN_ZONE,0.99,0.48,2
A00890,hardcore_fan,GATE_A,FAN_ZONE,1.45,0.74,2
A00891,hardcore_fan,GATE_B,GS_A,1.74,0.92,1
A00892,hardcore_fan,GATE_A,GS_B,1.5,0.8,1
A00893,tourist,GATE_A,FAN_ZONE,1.19,0.55,1
A00894,tourist,GATE_B,FAN_ZONE,1.21,0.6,1
A00895,vip,GATE_C,PIT_WALK,1.4,0.92,1
A00896,vip,GATE_C,PIT_WALK,1.24,0.97,1
A00897,hardcore_fan,GATE_C,GS_A,1.34,0.76,1
A00898,hardcore_fan,GATE_B,GS_B,1.21,0.88,2
A00899,family,GATE_C,FAN_ZONE,1.12,0.66,1
A00900,hardcore_fan,GATE_C,GS_B,1.4,0.93,1
A00901,hardcore_fan,GATE_B,GS_B,1.53,0.77,2
A00902,hardcore_fan,GATE_A,GS_A,1.39,0.79,2
A00903,tourist,GATE_C,FAN_ZONE,1.12,0.74,1
A00904,hardcore_fan,GATE_A,GS_A,1.54,0.88,1
A00905,tourist,GATE_B,FOOD_N,1.2,0.67,1
A00906,hardcore_fan,GATE_C,PIT_WALK,1.48,0.94,1
A00907,tourist,GATE_A,GS_C,1.3,0.72,1
A00908,photographer,GATE_C,GS_B,1.07,0.78,5
A00909,photographer,GATE_A,GS_B,1.44,0.68,3
A00910,hardcore_fan,GATE_C,GS_A,1.54,0.88,1
A00911,hardcore_fan,GATE_C,GS_A,1.7,0.93,2
A00912,tourist,GATE_A,MERCH,1.31,0.74,2
A00913,tourist,GATE_A,MERCH,1.2,0.67,1
A00914,tourist,GATE_A,MERCH,1.25,0.63,1
A00915,photographer,GATE_C,GS_B,1.23,0.61,1
A00916,family,GATE_VIP,FAN_ZONE,0.82,0.6,1
A00917,family,GATE_A,MERCH,1.05,0.48,3
A00918,hardcore_fan,GATE_B,GS_A,1.59,0.85,3
A00919,family,GATE_VIP,GS_C,0.83,0.58,2
A00920,hardcore_fan,GATE_A,GS_B,1.51,0.95,1
A00921,tourist,GATE_B,FAN_ZONE,1.09,0.57,1
A00922,hardcore_fan,GATE_A,MERCH,1.46,0.92,2
A00923,family,GATE_VIP,FOOD_N,1.02,0.55,3
A00924,hardcore_fan,GATE_C,GS_A,1.58,0.94,5
A00925,photographer,GATE_C,PIT_WALK,1.3,0.7,1
A00926,hardcore_fan,GATE_A,GS_C,1.23,0.88,1
A00927,hardcore_fan,GATE_C,GS_A,1.3,0.74,1
A00928,family,GATE_A,FOOD_S,1.02,0.52,5
A00929,tourist,GATE_C,FAN_ZONE,1.23,0.71,4
A00930,hardcore_fan,GATE_VIP,GS_B,1.57,0.95,2
A00931,vip,GATE_C,PIT_WALK,1.39,0.93,4
A00932,hardcore_fan,GATE_B,GS_A,1.46,0.94,1
A00933,hardcore_fan,GATE_C,GS_B,1.45,0.84,5
A00934,hardcore_fan,GATE_A,FAN_ZONE,1.41,0.76,2
A00935,family,GATE_C,FOOD_S,0.98,0.51,2
A00936,family,GATE_B,GS_A,0.98,0.54,1
A00937,tourist,GATE_C,FAN_ZONE,1.24,0.6,4
A00938,hardcore_fan,GATE_A,GS_A,1.41,0.84,3
A00939,photographer,GATE_VIP,PIT_WALK,1.16,0.77,2
A00940,hardcore_fan,GATE_A,PIT_WALK,1.35,0.68,5
A00941,family,GATE_A,GS_A,1.09,0.57,2
A00942,family,GATE_B,FOOD_N,1.0,0.53,1
A00943,photographer,GATE_A,FAN_ZONE,1.25,0.75,2
A00944,tourist,GATE_C,MERCH,1.25,0.75,3
A00945,hardcore_fan,GATE_A,GS_A,1.46,0.92,2
A00946,family,GATE_A,FAN_ZONE,0.79,0.56,1
A00947,hardcore_fan,GATE_C,GS_A,1.37,0.91,2
A00948,tourist,GATE_VIP,FAN_ZONE,1.31,0.73,1
A00949,hardcore_fan,GATE_A,GS_B,1.3,0.91,2
A00950,photographer,GATE_C,FAN_ZONE,1.21,0.68,1
A00951,tourist,GATE_C,FAN_ZONE,1.1,0.69,2
A00952,tourist,GATE_C,FAN_ZONE,1.18,0.54,2
A00953,hardcore_fan,GATE_B,GS_A,1.67,0.78,1
A00954,family,GATE_A,MERCH,0.99,0.47,4
A00955,family,GATE_B,FOOD_S,1.05,0.48,2
A00956,hardcore_fan,GATE_C,GS_C,1.39,0.88,3
A00957,hardcore_fan,GATE_C,GS_A,1.37,0.86,5
A00958,photographer,GATE_C,GS_A,1.13,0.78,4
A00959,hardcore_fan,GATE_C,GS_B,1.45,0.85,1
A00960,family,GATE_C,FAN_ZONE,0.95,0.66,2
A00961,vip,GATE_A,FAN_ZONE,1.35,0.88,3
A00962,photographer,GATE_A,GS_B,1.23,0.7,1
A00963,tourist,GATE_C,FOOD_N,1.21,0.61,3
A00964,hardcore_fan,GATE_A,GS_B,1.57,0.82,2
A00965,vip,GATE_C,PIT_WALK,1.44,0.85,4
A00966,hardcore_fan,GATE_A,GS_A,1.33,0.86,1
A00967,family,GATE_B,FOOD_N,1.09,0.5,3
A00968,vip,GATE_VIP,FAN_ZONE,1.38,0.89,5
A00969,hardcore_fan,GATE_B,GS_A,1.49,0.84,1
A00970,hardcore_fan,GATE_C,GS_B,1.54,0.79,1
A00971,hardcore_fan,GATE_VIP,GS_B,1.51,0.9,5
A00972,tourist,GATE_A,FAN_ZONE,1.38,0.67,3
A00973,family,GATE_B,FOOD_S,0.94,0.63,5
A00974,family,GATE_C,FOOD_N,0.94,0.67,2
A00975,family,GATE_VIP,FOOD_S,1.09,0.57,5
A00976,photographer,GATE_C,GS_A,1.24,0.74,1
A00977,vip,GATE_C,GS_A,1.39,0.94,1
A00978,photographer,GATE_C,GS_B,1.25,0.78,1
A00979,tourist,GATE_VIP,FAN_ZONE,0.94,0.71,2
A00980,hardcore_fan,GATE_A,FAN_ZONE,1.48,0.68,3
A00981,hardcore_fan,GATE_VIP,GS_B,1.31,0.85,2
A00982,family,GATE_A,GS_A,1.13,0.54,1
A00983,vip,GATE_C,MERCH,1.32,0.93,5
A00984,photographer,GATE_A,PIT_WALK,1.26,0.82,2
A00985,family,GATE_A,GS_C,0.92,0.48,2
A00986,vip,GATE_C,PIT_WALK,1.52,0.97,1
A00987,photographer,GATE_B,GS_B,1.2,0.7,1
A00988,photographer,GATE_B,GS_A,1.36,0.7,3
A00989,hardcore_fan,GATE_B,GS_A,1.33,0.88,2
A00990,tourist,GATE_B,PIT_WALK,1.23,0.6,4
A00991,tourist,GATE_B,GS_A,1.15,0.63,2
A00992,family,GATE_C,MERCH,1.23,0.62,4
A00993,hardcore_fan,GATE_B,FAN_ZONE,1.34,0.9,1
A00994,hardcore_fan,GATE_C,GS_A,1.26,0.86,2
A00995,vip,GATE_B,GS_A,1.33,0.9,1
A00996,hardcore_fan,GATE_B,GS_B,1.42,0.82,2
A00997,family,GATE_B,FOOD_S,1.0,0.59,2
A00998,family,GATE_VIP,FOOD_S,0.93,0.61,4
A00999,photographer,GATE_C,GS_B,1.28,0.72,1
A01000,vip,GATE_A,PIT_WALK,1.26,1,1
A01001,family,GATE_A,FAN_ZONE,0.84,0.42,1
A01002,hardcore_fan,GATE_B,FAN_ZONE,1.28,0.84,1
A01003,vip,GATE_C,PIT_WALK,1.31,0.95,2
A01004,hardcore_fan,GATE_C,GS_B,1.36,0.84,1
A01005,hardcore_fan,GATE_B,GS_B,1.36,0.86,1
A01006,hardcore_fan,GATE_A,GS_A,1.53,0.99,1
A01007,family,GATE_VIP,GS_C,1.01,0.56,3
A01008,hardcore_fan,GATE_B,PIT_WALK,1.55,0.79,3
A01009,hardcore_fan,GATE_B,GS_C,1.49,0.87,1
A01010,tourist,GATE_B,FAN_ZONE,1.3,0.64,1
A01011,hardcore_fan,GATE_C,PIT_WALK,1.5,0.86,1
A01012,family,GATE_VIP,GS_C,1.0,0.56,1
A01013,vip,GATE_VIP,PIT_WALK,1.4,0.87,3
A01014,hardcore_fan,GATE_A,GS_C,1.43,0.94,3
A01015,hardcore_fan,GATE_B,GS_C,1.46,0.94,1
A01016,vip,GATE_C,GS_A,1.29,0.72,1
A01017,photographer,GATE_B,MERCH,1.36,0.78,5
A01018,family,GATE_C,FAN_ZONE,1.06,0.54,3
A01019,photographer,GATE_B,PIT_WALK,1.16,0.82,3
A01020,hardcore_fan,GATE_A,GS_A,1.46,0.74,1
A01021,hardcore_fan,GATE_B,GS_B,1.29,0.88,5
A01022,hardcore_fan,GATE_B,MERCH,1.27,0.91,5
A01023,photographer,GATE_B,GS_A,1.23,0.66,4
A01024,family,GATE_C,GS_C,1.06,0.61,1
A01025,tourist,GATE_C,FAN_ZONE,1.16,0.69,2
A01026,tourist,GATE_VIP,FAN_ZONE,1.28,0.55,2
A01027,vip,GATE_C,GS_A,1.36,0.77,4
A01028,family,GATE_C,MERCH,1.12,0.54,1
A01029,vip,GATE_A,PIT_WALK,1.21,0.9,1
A01030,hardcore_fan,GATE_C,PIT_WALK,1.43,0.85,1
A01031,family,GATE_C,GS_C,0.97,0.53,1
A01032,tourist,GATE_B,MERCH,1.12,0.66,5
A01033,family,GATE_A,FAN_ZONE,1.08,0.48,1
A01034,photographer,GATE_C,GS_A,1.11,0.79,5
A01035,family,GATE_A,FOOD_S,1.05,0.5,1
A01036,family,GATE_A,FOOD_S,0.95,0.55,5
A01037,tourist,GATE_C,FOOD_N,1.01,0.67,1
A01038,family,GATE_B,MERCH,0.93,0.51,2
A01039,hardcore_fan,GATE_A,GS_A,1.5,0.79,1
A01040,vip,GATE_C,PIT_WALK,1.07,0.99,4
A01041,family,GATE_C,GS_C,0.92,0.47,1
A01042,photographer,GATE_A,GS_A,1.27,0.75,4
A01043,tourist,GATE_VIP,FAN_ZONE,1.16,0.56,3
A01044,family,GATE_B,FOOD_S,1.02,0.52,2
A01045,hardcore_fan,GATE_B,PIT_WALK,1.38,0.93,3
A01046,photographer,GATE_A,PIT_WALK,1.34,0.75,2
A01047,hardcore_fan,GATE_A,MERCH,1.39,0.88,1
A01048,tourist,GATE_C,FOOD_N,1.18,0.74,5
A01049,family,GATE_B,GS_C,1.05,0.48,2
A01050,family,GATE_B,GS_C,0.89,0.61,5
A01051,tourist,GATE_B,GS_C,1.12,0.59,1
A01052,tourist,GATE_A,PIT_WALK,1.19,0.57,4
A01053,photographer,GATE_C,GS_A,1.33,0.82,2
A01054,hardcore_fan,GATE_C,GS_A,1.37,0.87,1
A01055,tourist,GATE_C,FAN_ZONE,1.19,0.69,2
A01056,family,GATE_A,GS_C,1.01,0.68,5
A01057,family,GATE_VIP,FAN_ZONE,1.06,0.52,2
A01058,hardcore_fan,GATE_A,PIT_WALK,1.42,0.81,1
A01059,photographer,GATE_B,GS_A,1.33,0.73,2
A01060,photographer,GATE_VIP,GS_B,1.2,0.83,1
A01061,family,GATE_C,FOOD_N,1.01,0.64,1
A01062,family,GATE_C,GS_A,1.07,0.53,1
A01063,hardcore_fan,GATE_A,PIT_WALK,1.39,0.93,4
A01064,vip,GATE_C,MERCH,1.36,0.93,2
A01065,photographer,GATE_B,GS_B,1.2,0.71,3
A01066,tourist,GATE_A,MERCH,1.13,0.66,2
A01067,photographer,GATE_VIP,GS_B,1.26,0.62,1
A01068,tourist,GATE_VIP,FAN_ZONE,1.19,0.52,1
A01069,tourist,GATE_C,FAN_ZONE,1.12,0.63,3
A01070,photographer,GATE_C,PIT_WALK,1.31,0.83,1
A01071,photographer,GATE_B,MERCH,1.3,0.78,2
A01072,hardcore_fan,GATE_C,GS_A,1.37,0.87,4
A01073,vip,GATE_A,PIT_WALK,1.37,0.82,4
A01074,photographer,GATE_B,GS_B,1.34,0.73,1
A01075,tourist,GATE_B,MERCH,1.05,0.57,3
A01076,family,GATE_A,GS_C,0.91,0.47,1
A01077,hardcore_fan,GATE_A,GS_A,1.41,0.83,2
A01078,family,GATE_VIP,FOOD_N,1.02,0.41,4
A01079,vip,GATE_B,GS_A,1.34,0.85,3
A01080,vip,GATE_A,PIT_WALK,1.43,1,2
A01081,hardcore_fan,GATE_A,GS_B,1.4,0.82,1
A01082,photographer,GATE_A,PIT_WALK,1.35,0.81,4
A01083,tourist,GATE_A,PIT_WALK,1.26,0.73,1
A01084,tourist,GATE_B,GS_C,1.06,0.68,1
A01085,hardcore_fan,GATE_A,FAN_ZONE,1.48,0.8,5
A01086,family,GATE_B,GS_C,1.04,0.68,2
A01087,family,GATE_B,GS_C,0.98,0.6,5
A01088,photographer,GATE_B,PIT_WALK,1.29,0.75,1
A01089,photographer,GATE_VIP,GS_B,1.32,0.82,4
A01090,tourist,GATE_A,FAN_ZONE,1.28,0.67,2
A01091,family,GATE_B,FOOD_S,0.91,0.44,1
A01092,hardcore_fan,GATE_B,GS_B,1.6,0.84,1
A01093,photographer,GATE_C,PIT_WALK,1.29,0.83,3
A01094,photographer,GATE_A,GS_B,1.25,0.74,1
A01095,hardcore_fan,GATE_VIP,GS_B,1.53,0.84,3
A01096,photographer,GATE_A,FAN_ZONE,1.17,0.67,2
A01097,family,GATE_B,GS_C,0.99,0.47,1
A01098,tourist,GATE_VIP,FOOD_N,1.14,0.67,1
A01099,hardcore_fan,GATE_A,GS_A,1.42,0.78,5
A01100,hardcore_fan,GATE_B,GS_C,1.33,0.86,1
A01101,hardcore_fan,GATE_A,PIT_WALK,1.48,0.89,2
A01102,tourist,GATE_C,FAN_ZONE,1.21,0.65,1
A01103,family,GATE_A,FOOD_S,0.91,0.42,1
A01104,hardcore_fan,GATE_VIP,GS_A,1.29,0.96,1
A01105,vip,GATE_A,PIT_WALK,1.42,0.81,5
A01106,tourist,GATE_A,FOOD_N,1.19,0.67,5
A01107,hardcore_fan,GATE_C,GS_C,1.58,0.83,2
A01108,photographer,GATE_C,GS_B,1.35,0.64,4
A01109,hardcore_fan,GATE_A,GS_A,1.46,0.78,1
A01110,photographer,GATE_A,FAN_ZONE,1.26,0.86,1
A01111,hardcore_fan,GATE_B,GS_B,1.48,0.79,1
A01112,family,GATE_A,FAN_ZONE,1.03,0.62,4
A01113,family,GATE_C,FAN_ZONE,1.01,0.42,1
A01114,family,GATE_B,GS_C,0.94,0.62,2
A01115,tourist,GATE_C,GS_C,1.06,0.63,1
A01116,hardcore_fan,GATE_B,FAN_ZONE,1.39,0.86,1
A01117,tourist,GATE_B,FAN_ZONE,1.08,0.69,1
A01118,photographer,GATE_B,PIT_WALK,1.2,0.79,2
A01119,family,GATE_C,FOOD_S,1.16,0.56,5
A01120,hardcore_fan,GATE_A,GS_B,1.63,0.92,2
A01121,hardcore_fan,GATE_C,PIT_WALK,1.28,0.89,3
A01122,photographer,GATE_C,GS_A,1.37,0.86,2
A01123,photographer,GATE_A,PIT_WALK,1.35,0.75,1
A01124,tourist,GATE_B,MERCH,1.11,0.55,5
A01125,hardcore_fan,GATE_C,GS_B,1.36,0.68,4
A01126,vip,GATE_A,PIT_WALK,1.42,1,2
A01127,photographer,GATE_A,PIT_WALK,1.24,0.69,2
A01128,hardcore_fan,GATE_C,GS_A,1.41,0.87,1
A01129,tourist,GATE_B,MERCH,1.31,0.66,2
A01130,hardcore_fan,GATE_C,PIT_WALK,1.46,0.85,4
A01131,photographer,GATE_C,PIT_WALK,1.2,0.7,2
A01132,hardcore_fan,GATE_B,GS_B,1.41,0.69,5
A01133,hardcore_fan,GATE_A,GS_A,1.34,0.81,2
A01134,photographer,GATE_B,GS_B,1.06,0.76,3
A01135,family,GATE_B,GS_C,0.98,0.47,5
A01136,hardcore_fan,GATE_A,FAN_ZONE,1.38,0.93,5
A01137,hardcore_fan,GATE_A,GS_C,1.63,0.82,3
A01138,vip,GATE_C,FAN_ZONE,1.29,0.86,1
A01139,tourist,GATE_A,FAN_ZONE,1.16,0.63,4
A01140,photographer,GATE_B,GS_A,0.94,0.66,3
A01141,photographer,GATE_B,GS_A,1.4,0.62,1
A01142,vip,GATE_B,PIT_WALK,1.37,0.99,5
A01143,hardcore_fan,GATE_B,GS_B,1.65,0.89,2
A01144,photographer,GATE_C,FAN_ZONE,1.26,0.73,1
A01145,photographer,GATE_B,GS_B,1.33,0.72,1
A01146,vip,GATE_C,FAN_ZONE,1.45,0.95,1
A01147,hardcore_fan,GATE_A,GS_A,1.35,0.94,5
A01148,vip,GATE_B,FAN_ZONE,1.4,0.95,1
A01149,hardcore_fan,GATE_A,MERCH,1.45,0.84,5
A01150,hardcore_fan,GATE_B,GS_A,1.33,0.93,3
A01151,tourist,GATE_A,GS_A,1.03,0.63,1
A01152,vip,GATE_B,PIT_WALK,1.16,0.94,3
A01153,photographer,GATE_B,FAN_ZONE,1.28,0.67,1
A01154,hardcore_fan,GATE_B,MERCH,1.47,0.87,1
A01155,tourist,GATE_C,GS_C,1.33,0.69,2
A01156,family,GATE_C,FOOD_S,1.11,0.47,3
A01157,photographer,GATE_A,GS_B,1.08,0.72,4
A01158,family,GATE_A,FAN_ZONE,1.03,0.45,3
A01159,photographer,GATE_C,GS_B,1.33,0.81,1
A01160,family,GATE_B,FOOD_S,1.09,0.49,2
A01161,hardcore_fan,GATE_B,GS_A,1.37,0.93,1
A01162,hardcore_fan,GATE_C,GS_B,1.46,0.97,4
A01163,photographer,GATE_A,GS_A,1.2,0.82,3
A01164,hardcore_fan,GATE_C,FAN_ZONE,1.33,0.88,1
A01165,family,GATE_VIP,FOOD_N,1.13,0.54,2
A01166,family,GATE_A,FOOD_S,0.97,0.45,4
A01167,family,GATE_A,FAN_ZONE,0.84,0.49,3
A01168,family,GATE_A,FAN_ZONE,0.96,0.57,4
A01169,photographer,GATE_B,GS_B,1.22,0.81,4
A01170,photographer,GATE_C,PIT_WALK,1.45,0.75,5
A01171,tourist,GATE_B,FAN_ZONE,1.08,0.65,5
A01172,hardcore_fan,GATE_C,PIT_WALK,1.5,0.88,5
A01173,hardcore_fan,GATE_A,GS_B,1.49,0.83,4
A01174,hardcore_fan,GATE_B,GS_A,1.4,0.85,2
A01175,photographer,GATE_B,GS_B,1.31,0.71,4
A01176,hardcore_fan,GATE_C,PIT_WALK,1.49,0.98,5
A01177,hardcore_fan,GATE_B,GS_A,1.56,0.87,2
A01178,tourist,GATE_VIP,GS_A,1.04,0.67,1
A01179,vip,GATE_B,GS_A,1.25,0.92,3
A01180,hardcore_fan,GATE_C,GS_B,1.29,0.95,3
A01181,family,GATE_VIP,FOOD_N,0.99,0.45,1
A01182,tourist,GATE_C,GS_A,1.17,0.56,1
A01183,tourist,GATE_A,PIT_WALK,1.04,0.62,2
A01184,vip,GATE_B,PIT_WALK,1.28,0.83,1
A01185,hardcore_fan,GATE_A,PIT_WALK,1.52,0.77,1
A01186,vip,GATE_C,PIT_WALK,1.54,0.94,1
A01187,hardcore_fan,GATE_A,GS_A,1.35,0.84,1
A01188,hardcore_fan,GATE_A,GS_A,1.5,0.89,1
A01189,hardcore_fan,GATE_VIP,GS_C,1.69,0.91,1
A01190,hardcore_fan,GATE_A,GS_B,1.41,0.92,3
A01191,hardcore_fan,GATE_VIP,PIT_WALK,1.52,0.87,2
A01192,family,GATE_C,FAN_ZONE,1.03,0.57,5
A01193,tourist,GATE_A,FAN_ZONE,1.05,0.53,1
A01194,hardcore_fan,GATE_VIP,GS_C,1.45,0.94,1
A01195,hardcore_fan,GATE_B,GS_A,1.41,0.81,1
A01196,family,GATE_VIP,FOOD_S,0.9,0.53,5
A01197,hardcore_fan,GATE_C,MERCH,1.34,0.78,1
A01198,hardcore_fan,GATE_VIP,GS_B,1.29,0.77,4
A01199,photographer,GATE_C,GS_A,1.34,0.7,1
A01200,tourist,GATE_C,MERCH,1.16,0.67,1
A01201,tourist,GATE_VIP,GS_C,1.23,0.73,3
A01202,photographer,GATE_VIP,PIT_WALK,1.46,0.74,2
A01203,hardcore_fan,GATE_VIP,GS_A,1.32,0.87,1
A01204,photographer,GATE_A,MERCH,1.29,0.75,1
A01205,tourist,GATE_B,GS_C,1.15,0.54,1
A01206,vip,GATE_C,PIT_WALK,1.54,0.93,5
A01207,tourist,GATE_B,GS_A,1.24,0.59,1
A01208,vip,GATE_C,FOOD_N,1.42,0.95,2
A01209,family,GATE_A,GS_C,0.96,0.7,3
A01210,hardcore_fan,GATE_C,GS_B,1.48,0.8,5
A01211,photographer,GATE_A,GS_B,1.26,0.66,1
A01212,hardcore_fan,GATE_C,GS_B,1.54,0.78,5
A01213,hardcore_fan,GATE_A,GS_C,1.39,0.77,1
A01214,hardcore_fan,GATE_A,GS_A,1.44,0.94,2
A01215,photographer,GATE_C,GS_B,1.31,0.74,2
A01216,tourist,GATE_C,FAN_ZONE,1.07,0.7,1
A01217,photographer,GATE_B,FAN_ZONE,1.26,0.77,5
A01218,family,GATE_B,GS_C,0.99,0.53,4
A01219,family,GATE_B,FAN_ZONE,0.9,0.67,1
A01220,photographer,GATE_A,PIT_WALK,1.52,0.71,2
A01221,hardcore_fan,GATE_B,GS_B,1.54,0.9,1
A01222,tourist,GATE_C,MERCH,1.2,0.68,2
A01223,photographer,GATE_C,FAN_ZONE,1.23,0.74,1
A01224,vip,GATE_C,GS_A,1.26,0.83,1
A01225,photographer,GATE_VIP,GS_B,1.42,0.68,1
A01226,hardcore_fan,GATE_C,GS_A,1.37,0.8,1
A01227,tourist,GATE_C,FAN_ZONE,1.17,0.67,4
A01228,hardcore_fan,GATE_C,GS_C,1.55,0.85,4
A01229,photographer,GATE_C,GS_B,1.46,0.7,5
A01230,family,GATE_C,GS_C,1.16,0.56,2
A01231,photographer,GATE_A,PIT_WALK,1.23,0.81,5
A01232,hardcore_fan,GATE_A,GS_A,1.54,0.92,3
A01233,hardcore_fan,GATE_C,PIT_WALK,1.5,0.9,3
A01234,hardcore_fan,GATE_VIP,GS_B,1.42,0.82,2
A01235,family,GATE_C,FOOD_N,0.94,0.57,2
A01236,tourist,GATE_A,FAN_ZONE,1.24,0.72,5
A01237,tourist,GATE_B,FOOD_N,1.33,0.63,4
A01238,hardcore_fan,GATE_A,PIT_WALK,1.55,0.81,1
A01239,tourist,GATE_C,MERCH,1.23,0.73,3
A01240,vip,GATE_B,PIT_WALK,1.36,0.89,1
A01241,hardcore_fan,GATE_A,GS_A,1.43,0.89,3
A01242,hardcore_fan,GATE_A,GS_A,1.55,0.98,1
A01243,hardcore_fan,GATE_C,GS_A,1.64,0.87,1
A01244,hardcore_fan,GATE_C,GS_B,1.46,0.82,2
A01245,hardcore_fan,GATE_A,PIT_WALK,1.32,0.71,4
A01246,photographer,GATE_A,GS_A,1.46,0.69,2
A01247,family,GATE_C,FAN_ZONE,0.87,0.59,1
A01248,vip,GATE_C,FAN_ZONE,1.33,0.94,2
A01249,hardcore_fan,GATE_C,PIT_WALK,1.61,0.7,5
A01250,hardcore_fan,GATE_A,GS_B,1.43,0.83,4
A01251,vip,GATE_C,GS_A,1.24,0.9,3
A01252,tourist,GATE_B,MERCH,1.31,0.63,4
A01253,tourist,GATE_C,FOOD_N,1.26,0.79,5
A01254,photographer,GATE_B,GS_B,1.4,0.69,3
A01255,hardcore_fan,GATE_A,PIT_WALK,1.42,0.93,2
A01256,tourist,GATE_B,FOOD_N,1.1,0.69,4
A01257,family,GATE_B,GS_C,1.11,0.56,2
A01258,tourist,GATE_B,FAN_ZONE,1.27,0.58,1
A01259,vip,GATE_VIP,PIT_WALK,1.38,0.91,2
A01260,hardcore_fan,GATE_C,GS_A,1.44,0.73,2
A01261,hardcore_fan,GATE_C,GS_A,1.55,0.76,2
A01262,hardcore_fan,GATE_A,PIT_WALK,1.47,0.78,4
A01263,vip,GATE_C,PIT_WALK,1.18,0.73,1
A01264,photographer,GATE_A,PIT_WALK,1.32,0.8,5
A01265,tourist,GATE_B,GS_A,1.18,0.69,4
A01266,hardcore_fan,GATE_B,GS_B,1.36,0.92,1
A01267,hardcore_fan,GATE_C,GS_B,1.4,0.79,2
A01268,family,GATE_C,FAN_ZONE,1.02,0.46,3
A01269,tourist,GATE_C,FAN_ZONE,1.38,0.8,3
A01270,tourist,GATE_C,GS_C,1.11,0.62,4
A01271,hardcore_fan,GATE_B,GS_B,1.47,0.88,5
A01272,tourist,GATE_B,FAN_ZONE,1.17,0.61,5
A01273,hardcore_fan,GATE_A,FAN_ZONE,1.4,0.88,2
A01274,tourist,GATE_A,FAN_ZONE,1.14,0.65,4
A01275,family,GATE_VIP,GS_C,0.86,0.61,4
A01276,photographer,GATE_C,GS_A,1.33,0.82,5
A01277,hardcore_fan,GATE_C,GS_A,1.5,0.96,5
A01278,hardcore_fan,GATE_A,GS_A,1.54,0.88,2
A01279,family,GATE_VIP,FOOD_N,0.87,0.57,1
A01280,hardcore_fan,GATE_C,GS_B,1.4,0.74,2
A01281,family,GATE_C,FOOD_N,0.95,0.57,4
A01282,family,GATE_VIP,GS_C,0.91,0.52,1
A01283,hardcore_fan,GATE_C,GS_A,1.39,0.81,1
A01284,tourist,GATE_C,FAN_ZONE,0.89,0.66,1
A01285,photographer,GATE_A,GS_A,1.31,0.69,5
A01286,hardcore_fan,GATE_A,GS_A,1.59,0.87,5
A01287,family,GATE_C,FOOD_N,0.99,0.56,1
A01288,tourist,GATE_A,FOOD_N,1.09,0.67,1
A01289,family,GATE_A,MERCH,1.12,0.65,1
A01290,hardcore_fan,GATE_A,GS_A,1.42,0.93,4
A01291,hardcore_fan,GATE_C,GS_A,1.43,0.92,1
A01292,hardcore_fan,GATE_A,GS_C,1.48,0.96,1
A01293,family,GATE_B,GS_C,1.17,0.55,2
A01294,photographer,GATE_B,GS_A,1.39,0.79,1
A01295,hardcore_fan,GATE_A,GS_C,1.49,0.99,1
A01296,tourist,GATE_A,MERCH,1.24,0.59,2
A01297,tourist,GATE_VIP,MERCH,1.13,0.67,1
A01298,family,GATE_A,FAN_ZONE,0.96,0.61,5
A01299,hardcore_fan,GATE_C,GS_A,1.43,0.84,2
A01300,family,GATE_C,FAN_ZONE,1.16,0.54,1
A01301,hardcore_fan,GATE_A,GS_A,1.38,0.8,1
A01302,hardcore_fan,GATE_C,PIT_WALK,1.37,0.97,5
A01303,hardcore_fan,GATE_A,FAN_ZONE,1.34,0.88,2
A01304,family,GATE_C,GS_C,1.17,0.57,1
A01305,hardcore_fan,GATE_C,PIT_WALK,1.42,0.83,3
A01306,family,GATE_A,FAN_ZONE,0.95,0.51,5
A01307,tourist,GATE_B,FAN_ZONE,1.1,0.56,4
A01308,tourist,GATE_A,FAN_ZONE,1.25,0.6,2
A01309,hardcore_fan,GATE_A,FAN_ZONE,1.63,0.84,2
A01310,tourist,GATE_B,MERCH,1.19,0.65,5
A01311,hardcore_fan,GATE_A,GS_B,1.49,0.89,1
A01312,hardcore_fan,GATE_B,PIT_WALK,1.48,0.93,4
A01313,tourist,GATE_B,FOOD_N,1.2,0.69,2
A01314,hardcore_fan,GATE_C,MERCH,1.51,0.98,5
A01315,hardcore_fan,GATE_VIP,GS_B,1.5,0.92,4
A01316,vip,GATE_C,GS_A,1.45,0.91,1
A01317,vip,GATE_VIP,GS_A,1.44,0.99,2
A01318,family,GATE_B,GS_C,0.89,0.52,3
A01319,hardcore_fan,GATE_B,GS_A,1.46,0.86,3
A01320,family,GATE_VIP,GS_A,1.09,0.54,5
A01321,hardcore_fan,GATE_VIP,GS_A,1.68,0.71,1
A01322,family,GATE_C,GS_C,0.93,0.57,3
A01323,family,GATE_B,FOOD_S,0.95,0.45,4
A01324,tourist,GATE_A,FAN_ZONE,1.25,0.56,1
A01325,tourist,GATE_C,FAN_ZONE,1.05,0.68,2
A01326,hardcore_fan,GATE_C,GS_C,1.48,0.88,1
A01327,tourist,GATE_VIP,MERCH,1.02,0.57,2
A01328,photographer,GATE_A,GS_B,1.26,0.67,4
A01329,tourist,GATE_C,GS_A,1.38,0.59,1
A01330,tourist,GATE_C,MERCH,1.3,0.74,4
