run_id,zone,event,weather,attendance,current_density_ratio,flow_rate_ratio,queue_length,blocked_route,future_density_10min_ratio
78,PIT_WALK,QUALIFYING,heavy_rain,60000,0.1212,0.1746,174.72,1,0.2965
79,GS_A,PIT_LANE_WALK,cloudy,150000,0.8768,0.1411,1123.53,0,0.9513
79,GS_B,PIT_LANE_WALK,sunny,80000,0.7437,1.0437,946.61,0,0.9015
79,GS_C,LUNCH,sunny,150000,0.6676,0.8785,475.0,0,0.7847
79,FAN_ZONE,PODIUM,heavy_rain,150000,0.6175,0.1417,884.47,1,0.8158
79,FOOD_N,PRACTICE,cloudy,150000,0.5498,0.6421,335.52,1,0.7457
79,FOOD_S,RACE,rain,120000,0.4732,0.2323,621.86,0,0.5231
79,MERCH,QUALIFYING,rain,120000,0.8719,1.151,222.66,0,1.0166
79,PIT_WALK,LUNCH,rain,80000,0.5079,0.3928,349.95,1,0.7007
80,GS_A,RACE,rain,150000,0.2793,0.8578,773.08,0,0.3963
80,GS_B,PIT_LANE_WALK,cloudy,80000,0.4792,0.1161,1067.23,1,0.6694
80,GS_C,EXIT_RUSH,cloudy,60000,0.1224,0.614,773.36,0,0.2486
80,FAN_ZONE,PODIUM,sunny,60000,0.4491,1.0251,991.13,0,0.6014
80,FOOD_N,EXIT_RUSH,sunny,100000,0.8222,1.0921,818.62,0,0.9959
80,FOOD_S,RACE,heavy_rain,60000,0.6817,0.926,857.34,0,0.8176
80,MERCH,EXIT_RUSH,rain,60000,0.171,0.5889,33.62,0,0.2789
80,PIT_WALK,PIT_LANE_WALK,cloudy,60000,0.9249,1.1209,1341.25,0,1.1039
81,GS_A,RACE,cloudy,150000,0.4836,1.0682,534.08,1,0.728
81,GS_B,PRACTICE,sunny,150000,0.4177,1.1258,808.65,0,0.5546
81,GS_C,PRACTICE,cloudy,120000,0.1398,0.6217,709.91,0,0.2249
81,FAN_ZONE,EXIT_RUSH,sunny,150000,0.5789,0.4295,604.84,0,0.68
81,FOOD_N,EXIT_RUSH,cloudy,150000,0.8573,0.8418,885.64,1,1.1297
81,FOOD_S,QUALIFYING,heavy_rain,100000,0.8682,0.2655,1089.31,0,0.9601
81,MERCH,PIT_LANE_WALK,sunny,60000,0.1367,0.4901,1070.07,1,0.3628
81,PIT_WALK,PODIUM,cloudy,120000,0.4014,0.1484,1349.38,0,0.4783
82,GS_A,RACE,cloudy,120000,0.3415,1.0831,1036.4,0,0.4825
82,GS_B,EXIT_RUSH,heavy_rain,100000,0.4009,0.9569,690.36,0,0.5749
82,GS_C,PODIUM,rain,120000,0.644,1.0732,1389.34,1,0.941
82,FAN_ZONE,QUALIFYING,sunny,120000,0.5648,0.8924,1403.33,0,0.7111
82,FOOD_N,LUNCH,rain,120000,0.5349,0.2669,665.92,0,0.6046
82,FOOD_S,EXIT_RUSH,cloudy,100000,0.221,1.1793,533.36,1,0.5165
82,MERCH,RACE,cloudy,150000,0.5612,0.2376,753.8,0,0.6092
82,PIT_WALK,PRACTICE,heavy_rain,100000,0.4401,0.8664,341.93,0,0.5546
83,GS_A,RACE,heavy_rain,120000,0.4359,0.2665,1481.28,0,0.5246
83,GS_B,PRACTICE,cloudy,150000,0.1187,1.0163,133.77,0,0.226
83,GS_C,PODIUM,cloudy,120000,0.8617,1.1936,372.43,0,1.0138
83,FAN_ZONE,PRACTICE,rain,80000,0.1918,0.3347,1079.57,0,0.2656
83,FOOD_N,PRACTICE,heavy_rain,60000,0.1372,0.38,834.44,0,0.2179
83,FOOD_S,EXIT_RUSH,rain,80000,0.8735,0.4963,1434.22,1,1.1342
83,MERCH,PODIUM,sunny,100000,0.3229,0.7779,643.38,0,0.4399
83,PIT_WALK,EXIT_RUSH,sunny,120000,0.3326,0.9665,624.59,1,0.6079
84,GS_A,RACE,cloudy,150000,0.8621,1.1245,98.0,0,0.9791
84,GS_B,RACE,sunny,120000,0.5575,0.9283,945.73,1,0.7987
84,GS_C,QUALIFYING,rain,150000,0.8083,0.26,407.25,1,0.9895
84,FAN_ZONE,PIT_LANE_WALK,cloudy,120000,0.8206,0.215,339.71,1,0.9989
84,FOOD_N,RACE,cloudy,150000,0.9051,0.7005,924.7,1,1.1245
84,FOOD_S,RACE,rain,100000,0.5671,0.4428,760.08,0,0.6422
84,MERCH,PODIUM,sunny,60000,0.3892,0.3873,470.33,0,0.4621
84,PIT_WALK,PRACTICE,heavy_rain,80000,0.6216,0.8946,1019.28,0,0.7593
85,GS_A,PIT_LANE_WALK,sunny,120000,0.6924,0.5196,1042.15,0,0.8007
85,GS_B,EXIT_RUSH,heavy_rain,120000,0.1668,0.851,92.8,0,0.3123
85,GS_C,LUNCH,sunny,100000,0.3672,0.5519,1064.03,0,0.4693
85,FAN_ZONE,PRACTICE,sunny,80000,0.4165,0.1614,728.26,0,0.4545
85,FOOD_N,PRACTICE,rain,120000,0.3539,1.1684,375.33,1,0.61
85,FOOD_S,EXIT_RUSH,heavy_rain,120000,0.68,0.4014,1354.54,1,0.9384
85,MERCH,LUNCH,sunny,100000,0.4489,0.4596,653.71,0,0.5295
85,PIT_WALK,PIT_LANE_WALK,sunny,100000,0.4601,0.5006,1134.4,1,0.6891
86,GS_A,RACE,sunny,80000,0.7528,1.1612,288.43,1,0.9976
86,GS_B,QUALIFYING,heavy_rain,80000,0.3061,0.9605,387.13,0,0.4464
86,GS_C,PRACTICE,heavy_rain,150000,0.7549,0.4702,433.79,0,0.8325
86,FAN_ZONE,PODIUM,heavy_rain,80000,0.617,0.3518,80.55,0,0.6922
86,FOOD_N,EXIT_RUSH,heavy_rain,120000,0.2007,0.2674,271.57,1,0.4131
86,FOOD_S,EXIT_RUSH,rain,120000,0.6899,0.6213,601.85,0,0.818
86,MERCH,PRACTICE,sunny,150000,0.1236,0.187,421.4,0,0.1549
86,PIT_WALK,PODIUM,heavy_rain,60000,0.793,0.3763,1195.32,0,0.9041
87,GS_A,QUALIFYING,heavy_rain,120000,0.7464,1.1774,22.52,1,1.0174
87,GS_B,LUNCH,rain,60000,0.9429,0.2406,1311.93,1,1.1493
87,GS_C,PODIUM,heavy_rain,80000,0.8913,0.4005,202.37,0,0.9751
87,FAN_ZONE,PRACTICE,cloudy,80000,0.6428,0.5675,220.91,0,0.7078
87,FOOD_N,QUALIFYING,rain,120000,0.5494,0.3517,1139.58,0,0.6418
87,FOOD_S,EXIT_RUSH,sunny,150000,0.3939,0.7476,578.8,1,0.646
87,MERCH,PIT_LANE_WALK,cloudy,80000,0.3978,1.0009,253.21,0,0.5321
87,PIT_WALK,RACE,rain,100000,0.2049,0.7132,1126.77,0,0.318
88,GS_A,PRACTICE,heavy_rain,100000,0.7774,1.1779,402.53,0,0.9248
88,GS_B,PODIUM,cloudy,60000,0.6549,0.4137,700.84,0,0.7389
88,GS_C,PODIUM,heavy_rain,150000,0.1947,1.1389,231.25,0,0.3531
88,FAN_ZONE,PODIUM,sunny,120000,0.6226,0.9101,1465.73,1,0.8975
88,FOOD_N,PODIUM,rain,120000,0.866,0.538,309.42,0,0.9571
88,FOOD_S,RACE,heavy_rain,60000,0.2443,0.3108,1248.91,0,0.3304
88,MERCH,RACE,sunny,150000,0.8631,0.489,18.92,0,0.9125
88,PIT_WALK,PIT_LANE_WALK,rain,60000,0.7664,1.1585,1240.05,0,0.9525
89,GS_A,PIT_LANE_WALK,cloudy,150000,0.4286,1.1938,1468.29,0,0.6186
89,GS_B,PIT_LANE_WALK,sunny,60000,0.8597,0.4641,344.28,0,0.9415
89,GS_C,QUALIFYING,rain,120000,0.5375,0.8867,594.51,0,0.667
89,FAN_ZONE,PODIUM,rain,100000,0.3935,0.2895,381.15,0,0.4619
89,FOOD_N,RACE,rain,120000,0.4634,1.0084,315.4,0,0.5817
89,FOOD_S,RACE,sunny,100000,0.6124,0.3392,1056.87,0,0.678
89,MERCH,QUALIFYING,rain,150000,0.3048,0.7553,220.63,1,0.5299
89,PIT_WALK,RACE,cloudy,100000,0.5827,0.5681,879.49,0,0.6675
90,GS_A,LUNCH,heavy_rain,100000,0.9442,0.446,868.16,0,1.0475
90,GS_B,LUNCH,sunny,150000,0.8138,0.8491,380.69,0,0.9251
90,GS_C,LUNCH,rain,80000,0.5594,1.1599,1065.71,0,0.7303
90,FAN_ZONE,LUNCH,cloudy,150000,0.8069,0.8136,888.59,0,0.9315
90,FOOD_N,PODIUM,heavy_rain,120000,0.7735,0.266,169.09,0,0.8428
90,FOOD_S,LUNCH,cloudy,150000,0.882,0.2728,1322.35,0,0.9655
90,MERCH,PRACTICE,sunny,80000,0.5735,0.3333,218.56,0,0.6134
90,PIT_WALK,PODIUM,heavy_rain,120000,0.2955,1.0779,24.42,1,0.5616
91,GS_A,EXIT_RUSH,heavy_rain,60000,0.4225,0.1498,44.7,1,0.6164
91,GS_B,PIT_LANE_WALK,heavy_rain,100000,0.1095,0.192,443.21,0,0.1846
91,GS_C,PIT_LANE_WALK,rain,60000,0.1525,0.897,1346.61,0,0.3155
91,FAN_ZONE,PIT_LANE_WALK,heavy_rain,80000,0.6012,0.9306,1179.25,0,0.7722
91,FOOD_N,PIT_LANE_WALK,sunny,60000,0.3676,0.5495,1473.66,0,0.4918
91,FOOD_S,EXIT_RUSH,heavy_rain,60000,0.2688,0.9504,25.35,0,0.4222
91,MERCH,PODIUM,heavy_rain,60000,0.4145,0.9971,1415.19,1,0.7143
91,PIT_WALK,QUALIFYING,heavy_rain,100000,0.3817,1.0932,69.12,1,0.6457
92,GS_A,PIT_LANE_WALK,rain,60000,0.1782,0.1143,970.96,0,0.2518
92,GS_B,PIT_LANE_WALK,sunny,150000,0.6985,1.081,1413.89,1,0.994
92,GS_C,RACE,rain,60000,0.3753,0.5387,1226.92,1,0.594
92,FAN_ZONE,EXIT_RUSH,cloudy,120000,0.5444,0.1165,1159.51,1,0.7524
92,FOOD_N,RACE,heavy_rain,120000,0.566,0.4236,211.24,0,0.6323
92,FOOD_S,RACE,heavy_rain,120000,0.6159,0.9634,791.93,0,0.7536
92,MERCH,EXIT_RUSH,sunny,60000,0.5498,0.8503,961.26,0,0.7036
92,PIT_WALK,QUALIFYING,sunny,120000,0.4153,0.7505,270.92,1,0.6335
93,GS_A,PRACTICE,cloudy,100000,0.1199,0.7542,189.76,1,0.3226
93,GS_B,RACE,cloudy,60000,0.4864,1.1597,782.96,1,0.7474
93,GS_C,EXIT_RUSH,rain,60000,0.3573,0.1865,1282.17,0,0.4624
93,FAN_ZONE,PRACTICE,heavy_rain,120000,0.7664,0.4973,765.75,1,0.9767
93,FOOD_N,QUALIFYING,rain,150000,0.3472,0.1992,1121.93,1,0.5438
93,FOOD_S,EXIT_RUSH,cloudy,60000,0.2571,0.1821,812.72,0,0.3413
93,MERCH,QUALIFYING,rain,80000,0.6173,0.7514,1409.95,0,0.7577
93,PIT_WALK,RACE,sunny,60000,0.2198,1.1373,501.4,1,0.4686
94,GS_A,PIT_LANE_WALK,rain,80000,0.7895,1.0698,1370.12,0,0.9706
94,GS_B,PIT_LANE_WALK,heavy_rain,100000,0.1895,0.7089,1021.52,0,0.3336
94,GS_C,RACE,cloudy,100000,0.4699,0.6564,4.33,0,0.5372
94,FAN_ZONE,PODIUM,sunny,120000,0.5224,0.1001,861.78,0,0.5783
94,FOOD_N,PIT_LANE_WALK,sunny,80000,0.2866,0.8745,513.26,1,0.5345
94,FOOD_S,QUALIFYING,cloudy,150000,0.2796,0.2496,1271.43,0,0.3593
94,MERCH,PIT_LANE_WALK,sunny,60000,0.6194,1.0762,1328.22,0,0.7918
94,PIT_WALK,RACE,cloudy,100000,0.5127,0.8171,1368.62,0,0.637
95,GS_A,QUALIFYING,sunny,150000,0.7095,0.3644,204.37,1,0.8871
95,GS_B,QUALIFYING,sunny,100000,0.8856,0.9743,559.71,0,1.0148
95,GS_C,PRACTICE,sunny,150000,0.9015,0.8056,1129.59,0,1.016
95,FAN_ZONE,QUALIFYING,sunny,100000,0.416,0.1011,267.0,0,0.4492
95,FOOD_N,PODIUM,rain,120000,0.258,0.189,1320.17,0,0.3445
95,FOOD_S,PRACTICE,heavy_rain,120000,0.1453,0.7265,299.41,0,0.2445
95,MERCH,QUALIFYING,rain,150000,0.6046,0.8485,6.91,0,0.7127
95,PIT_WALK,PODIUM,rain,80000,0.5879,0.4435,1067.06,0,0.6923
96,GS_A,RACE,cloudy,100000,0.7778,0.6741,619.81,1,0.9854
96,GS_B,EXIT_RUSH,sunny,60000,0.2118,0.3828,1434.82,1,0.4531
96,GS_C,LUNCH,heavy_rain,100000,0.9154,0.9723,772.01,0,1.0684
96,FAN_ZONE,PODIUM,sunny,100000,0.7893,0.1909,1352.54,0,0.869
96,FOOD_N,PODIUM,heavy_rain,80000,0.3824,0.2691,1162.02,0,0.4818
96,FOOD_S,EXIT_RUSH,rain,100000,0.1584,1.0816,320.0,1,0.4442
96,MERCH,EXIT_RUSH,cloudy,150000,0.5454,1.0694,362.93,1,0.8248
96,PIT_WALK,QUALIFYING,sunny,120000,0.1514,1.0482,1468.52,1,0.4353
97,GS_A,PIT_LANE_WALK,rain,150000,0.2647,0.7027,1484.59,0,0.4125
97,GS_B,QUALIFYING,rain,80000,0.3581,0.2946,1200.3,1,0.5666
97,GS_C,EXIT_RUSH,heavy_rain,60000,0.5592,0.4639,79.61,0,0.6655
97,FAN_ZONE,PRACTICE,rain,80000,0.4345,0.5939,503.35,1,0.6369
97,FOOD_N,RACE,sunny,100000,0.2751,0.301,1236.98,0,0.3423
97,FOOD_S,PODIUM,sunny,80000,0.1911,0.6427,1049.76,0,0.3068
97,MERCH,EXIT_RUSH,heavy_rain,150000,0.1848,0.1917,150.18,0,0.266
97,PIT_WALK,PIT_LANE_WALK,heavy_rain,60000,0.9383,0.121,492.8,1,1.1278
98,GS_A,QUALIFYING,rain,100000,0.6837,0.2949,950.77,0,0.7647
98,GS_B,PRACTICE,cloudy,60000,0.7949,1.1254,1047.95,0,0.9405
98,GS_C,EXIT_RUSH,rain,60000,0.6668,0.3005,1351.68,0,0.7854
98,FAN_ZONE,PRACTICE,sunny,60000,0.2342,0.5594,1218.68,0,0.3267
98,FOOD_N,PIT_LANE_WALK,rain,150000,0.3867,1.0491,1395.75,1,0.6865
98,FOOD_S,EXIT_RUSH,heavy_rain,120000,0.3888,0.5819,65.74,0,0.5066
98,MERCH,RACE,sunny,150000,0.6986,1.029,695.54,0,0.8223
98,PIT_WALK,PODIUM,sunny,60000,0.673,0.8083,1370.18,0,0.8149
99,GS_A,LUNCH,rain,80000,0.9352,0.4166,1016.31,0,1.0303
99,GS_B,PIT_LANE_WALK,cloudy,80000,0.6865,0.7369,4.51,0,0.7869
99,GS_C,EXIT_RUSH,rain,60000,0.4641,0.6571,1048.09,0,0.6093
99,FAN_ZONE,LUNCH,rain,150000,0.5613,0.7895,1364.79,0,0.7042
99,FOOD_N,PIT_LANE_WALK,rain,60000,0.4053,0.936,365.45,0,0.5429
99,FOOD_S,QUALIFYING,sunny,120000,0.4071,0.1777,88.99,0,0.4426
99,MERCH,RACE,sunny,150000,0.5855,1.1372,1363.25,0,0.7401
99,PIT_WALK,EXIT_RUSH,cloudy,150000,0.4288,0.5832,394.15,1,0.6606
100,GS_A,LUNCH,cloudy,100000,0.327,0.8482,1074.98,0,0.4607
100,GS_B,LUNCH,sunny,120000,0.5939,1.1595,562.45,0,0.7417
100,GS_C,LUNCH,rain,60000,0.5172,0.5147,1272.1,0,0.6298
100,FAN_ZONE,PRACTICE,heavy_rain,120000,0.2853,0.7962,1242.66,0,0.4198
100,FOOD_N,PIT_LANE_WALK,sunny,150000,0.3661,0.243,586.74,1,0.553
100,FOOD_S,PODIUM,cloudy,80000,0.3166,0.7403,941.6,0,0.4404
100,MERCH,PODIUM,sunny,120000,0.3616,1.0416,104.62,0,0.4889
100,PIT_WALK,PODIUM,heavy_rain,80000,0.8131,0.151,366.43,0,0.8768
